ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,REVENUE/EXPENSES,BUDGET
1151,10/31/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,400 "
1152,10/31/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,500 "
1153,10/31/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,625 "
1154,10/31/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"48,000 "
1155,10/31/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"82,000 "
1156,10/31/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,560 "
1157,10/31/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"8,200 "
1158,10/31/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"2,050 "
1159,11/30/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"71,000 "
1160,11/30/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,680 "
1161,11/30/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"7,100 "
1162,11/30/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,775 "
1163,11/30/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"155,000 "
1164,11/30/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"700,000 "
1165,11/30/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"95,000 "
1166,11/30/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"35,000 "
1167,11/30/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"34,200 "
1168,11/30/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"47,500 "
1169,11/30/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
1170,11/30/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
1171,11/30/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
1172,11/30/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"66,000 "
1173,11/30/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"5,280 "
1174,11/30/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"6,600 "
1175,11/30/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,650 "
1176,11/30/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"63,500 "
1177,11/30/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
1178,11/30/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
1179,11/30/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
1180,11/30/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
1181,11/30/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,100 "
1182,11/30/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"3,000 "
1183,11/30/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
1184,11/30/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"107,000 "
1185,11/30/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,560 "
1186,11/30/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,700 "
1187,11/30/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,675 "
1188,11/30/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"49,000 "
1189,11/30/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"82,000 "
1190,11/30/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,560 "
1191,11/30/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"8,200 "
1192,11/30/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"2,050 "
1193,12/31/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"71,000 "
1194,12/31/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,680 "
1195,12/31/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"7,100 "
1196,12/31/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,775 "
1197,12/31/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"157,500 "
1198,12/31/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"700,000 "
1199,12/31/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"95,000 "
1200,12/31/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"35,000 "
1201,12/31/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"34,300 "
1202,12/31/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"51,000 "
1203,12/31/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
1204,12/31/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
1205,12/31/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
1206,12/31/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"66,000 "
1207,12/31/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"5,280 "
1208,12/31/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"6,600 "
1209,12/31/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,650 "
1210,12/31/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"65,800 "
1211,12/31/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
1212,12/31/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
1213,12/31/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
1214,12/31/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
1215,12/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"2,200 "
1216,12/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"3,000 "
1217,12/31/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
1218,12/31/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"107,000 "
1219,12/31/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"8,560 "
1220,12/31/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"10,700 "
1221,12/31/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,675 "
1222,12/31/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"50,000 "
1223,12/31/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"82,000 "
1224,12/31/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,560 "
1225,12/31/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"8,200 "
1226,12/31/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"2,050 "
1227,12/31/2024,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"5,000 "
1228,12/31/2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"7,500 "
1229,12/31/2024,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"10,000 "
