ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,TRANSACTION_TYPE,NAME,MEMO/DESCRIPTION,REVENUE/EXPENSES,AMOUNT
806,12/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,December SaaS Subscription,REVENUE,"30,000 "
807,12/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,December SaaS Subscription,REVENUE,"21,000 "
808,12/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,December SaaS Subscription,REVENUE,"35,500 "
809,12/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,December SaaS Subscription,REVENUE,"42,000 "
810,12/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,December SaaS Subscription,REVENUE,"47,000 "
811,12/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"97,000 "
812,12/1/2023,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"112,000 "
813,12/1/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - December,EXPENSES,"44,500 "
814,12/1/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"9,200 "
815,12/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"32,000 "
816,12/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"14,500 "
817,12/1/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
818,12/1/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
819,12/1/2023,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
820,12/1/2023,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
821,12/1/2023,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,100 "
822,12/5/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,100 "
823,12/5/2023,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"78,400 "
824,12/5/2023,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
825,12/10/2023,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
826,12/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,December SaaS Subscription,REVENUE,"25,000 "
827,12/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"73,000 "
828,12/15/2023,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
829,12/15/2023,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
830,12/15/2023,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"52,500 "
831,12/15/2023,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"99,000 "
832,12/15/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"76,000 "
833,12/15/2023,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"65,000 "
834,12/15/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,200 "
835,12/15/2023,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"7,920 "
836,12/15/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,080 "
837,12/15/2023,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,200 "
838,12/15/2023,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
839,12/15/2023,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
840,12/15/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
841,12/15/2023,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
842,12/15/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
843,12/31/2023,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"45,500 "
844,12/31/2023,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"1,950 "
845,12/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
846,12/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
847,1/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,January SaaS Subscription,REVENUE,"58,500 "
848,1/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,January SaaS Subscription,REVENUE,"50,500 "
849,1/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,January SaaS Subscription,REVENUE,"29,800 "
850,1/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,January SaaS Subscription,REVENUE,"20,800 "
851,1/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,January SaaS Subscription,REVENUE,"35,000 "
852,1/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,January SaaS Subscription,REVENUE,"41,500 "
853,1/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,January SaaS Subscription,REVENUE,"46,500 "
854,1/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"95,000 "
855,1/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"110,000 "
856,1/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - January,EXPENSES,"44,000 "
857,1/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"9,000 "
858,1/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"25,000 "
859,1/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"12,000 "
860,1/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
861,1/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
862,1/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
863,1/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
864,1/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,000 "
865,1/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"3,800 "
866,1/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"77,000 "
867,1/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
868,1/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
869,1/10/2024,61010,61010 Lodging,S&M,Sales & Marketing,Expense,Marriott,Sales Team Travel,EXPENSES,"4,500 "
870,1/10/2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,Expense,Various,Client Meetings,EXPENSES,"2,500 "
871,1/10/2024,61030,61030 Travel,S&M,Sales & Marketing,Expense,United,Flights - Sales Team,EXPENSES,"3,500 "
872,1/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,January SaaS Subscription,REVENUE,"24,800 "
873,1/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"71,000 "
874,1/15/2024,60300,60300 Conferences & Events,S&M,Sales & Marketing,Bill,TechConf,Conference Registration,EXPENSES,"12,000 "
875,1/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
876,1/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
877,1/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"52,500 "
878,1/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"99,000 "
879,1/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"76,000 "
880,1/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"65,000 "
881,1/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,200 "
882,1/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"7,920 "
883,1/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,080 "
884,1/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,200 "
885,1/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
886,1/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
887,1/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
888,1/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
889,1/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
890,1/31/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"44,000 "
891,1/31/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"1,950 "
892,1/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
893,1/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
894,2/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,February SaaS Subscription,REVENUE,"59,200 "
895,2/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,February SaaS Subscription,REVENUE,"51,200 "
896,2/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,February SaaS Subscription,REVENUE,"30,500 "
897,2/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,February SaaS Subscription,REVENUE,"21,200 "
898,2/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,February SaaS Subscription,REVENUE,"35,800 "
899,2/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,February SaaS Subscription,REVENUE,"42,000 "
900,2/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,February SaaS Subscription,REVENUE,"47,200 "
901,2/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"96,500 "
902,2/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"112,000 "
903,2/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - February,EXPENSES,"44,800 "
904,2/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"9,200 "
905,2/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"24,000 "
906,2/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"11,800 "
907,2/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
908,2/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
909,2/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
910,2/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
911,2/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,100 "
912,2/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"3,900 "
913,2/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"78,400 "
914,2/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
915,2/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
916,2/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,February SaaS Subscription,REVENUE,"25,200 "
917,2/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"72,500 "
918,2/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
919,2/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
920,2/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"52,500 "
921,2/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"99,000 "
922,2/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"76,000 "
923,2/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"65,000 "
924,2/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,200 "
925,2/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"7,920 "
926,2/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,080 "
927,2/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,200 "
928,2/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
929,2/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
930,2/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
931,2/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
932,2/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
933,2/29/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"44,800 "
934,2/29/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"1,950 "
935,2/29/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
936,2/29/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
937,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,March SaaS Subscription,REVENUE,"60,000 "
938,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,March SaaS Subscription,REVENUE,"52,000 "
939,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,March SaaS Subscription,REVENUE,"31,200 "
940,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,March SaaS Subscription,REVENUE,"21,800 "
941,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,March SaaS Subscription,REVENUE,"36,500 "
942,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,March SaaS Subscription,REVENUE,"42,800 "
943,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,March SaaS Subscription,REVENUE,"48,000 "
944,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,March SaaS Subscription,REVENUE,"25,000 "
945,3/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"98,500 "
946,3/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"114,000 "
947,3/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - March,EXPENSES,"45,800 "
948,3/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"9,400 "
949,3/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"24,500 "
950,3/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"12,000 "
951,3/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
952,3/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
953,3/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
954,3/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
955,3/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,100 "
956,3/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,000 "
957,3/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"79,800 "
958,3/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
959,3/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
960,3/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,March SaaS Subscription,REVENUE,"25,800 "
961,3/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"74,000 "
962,3/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
963,3/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
964,3/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"53,500 "
965,3/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"101,000 "
966,3/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"77,500 "
967,3/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"66,500 "
968,3/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,280 "
969,3/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,080 "
970,3/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,200 "
971,3/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,320 "
972,3/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
973,3/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
974,3/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
975,3/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
976,3/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
977,3/31/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"45,500 "
978,3/31/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
979,3/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
980,3/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
981,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,April SaaS Subscription,REVENUE,"61,000 "
982,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,April SaaS Subscription,REVENUE,"52,800 "
983,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,April SaaS Subscription,REVENUE,"31,800 "
984,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,April SaaS Subscription,REVENUE,"22,500 "
985,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,April SaaS Subscription,REVENUE,"37,200 "
986,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,April SaaS Subscription,REVENUE,"43,500 "
987,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,April SaaS Subscription,REVENUE,"48,800 "
988,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,April SaaS Subscription,REVENUE,"28,000 "
989,4/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"100,500 "
990,4/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"116,000 "
991,4/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - April,EXPENSES,"46,800 "
992,4/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"9,600 "
993,4/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"25,000 "
994,4/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"12,200 "
995,4/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
996,4/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
997,4/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
998,4/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
999,4/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,200 "
1000,4/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,100 "
1001,4/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"81,200 "
1002,4/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1003,4/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1004,4/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,April SaaS Subscription,REVENUE,"26,500 "
1005,4/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"76,000 "
1006,4/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1007,4/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
